names,dates,ratings,site
Actividad ParaAnormal,2018-11-17,T,ffnet
Salvation or Mercy: Redux,2018-10-31,T,ffnet
Las bizarras locuras de Sayaka,2018-11-11,K+,ffnet
Día caluroso,2018-11-10,K,ffnet
Pages,2018-11-10,K,ffnet
Sacrifice,2018-11-08,T,ffnet
Boobies,2018-11-06,K,ffnet
Páginas,2018-11-05,K,ffnet
Homura Akemi's True second Chance,2018-11-03,T,ffnet
In Saecula Saeculorum,2017-02-27,T,ffnet
"Maybe there is no God, but You make Me Believe",2017-02-14,K+,ffnet
Un fucking especial de Halloween,2018-10-31,K+,ffnet
Lo que realmente deseo,2018-10-28,K,ffnet
El extraño Halloween de Mami-san,2018-10-27,K,ffnet
Especial Halloween: Madohomu,2018-10-27,K,ffnet
Month of Pink '18 25: Madoka Kaname,2018-10-26,T,ffnet
Vagina-Saxophone,2018-10-25,T,ffnet
Lost Soul,2014-02-15,T,ffnet
Pink Samurai,2017-12-21,T,ffnet
Embers,2018-10-17,T,ffnet
Outsider Chronicles: Puella Magi Madoka Prisma,2018-09-25,M,ffnet
Sayaka Miki's Despair Event Horizon,2018-10-14,T,ffnet
Perchance,2018-10-13,K+,ffnet
Homura 1944,2018-09-13,T,ffnet
La pelirrosa está celosa,2018-10-06,K+,ffnet
Gone are Disbelief and Doubts,2018-10-05,K+,ffnet
"Resonantia, Ad Infinitum",2018-09-11,T,ffnet
Never Again,2014-02-06,T,ffnet
Time Mage Madoka Magica,2018-05-12,T,ffnet
A Happy Dream,2011-04-12,T,ffnet
I-Doll! Just Keep the music High! (Remasterized),2018-01-09,T,ffnet
Firebird,2018-09-07,T,ffnet
Girls nite out,2018-09-22,K,ffnet
To Get to the Other Side,2018-04-13,T,ffnet
Blossoming Rivalry,2018-09-12,T,ffnet
a utopia for one,2018-09-10,T,ffnet
The Easy Way Out,2018-09-10,T,ffnet
A House Made of Cake,2018-09-08,T,ffnet
Fulgor,2018-09-08,K+,ffnet
Una vez más,2018-09-08,K,ffnet
When we met,2018-09-07,K,ffnet
A Pair of Witches,2018-09-06,T,ffnet
Fine Print,2018-09-06,T,ffnet
A Father's Musing,2018-09-03,T,ffnet
Memento - English Edition,2018-02-17,T,ffnet
Memento,2018-02-12,T,ffnet
Her Drowning,2015-03-24,T,ffnet
Living Memories,2018-08-17,T,ffnet
Red And Yellow Hearts In One,2018-08-14,K,ffnet
Breaking and Entering your heart,2018-08-10,K+,ffnet
¡Mixer!,2017-04-03,M,ffnet
A Kaname is a Kaname,2018-08-09,T,ffnet
Time and Time Again,2018-08-07,K,ffnet
Voldemort,2018-08-04,K,ffnet
Hospice,2018-05-13,T,ffnet
Reflection,2013-11-20,T,ffnet
Forgiveness Story,2018-05-29,K+,ffnet
They Kiss at the End,2018-07-08,T,ffnet
Puella Magi Massive Magica,2018-07-07,M,ffnet
The Silver Lining,2018-07-03,T,ffnet
Mythical Magical Girls Madoka Magica,2018-06-27,T,ffnet
Crimson Memories,2017-10-02,T,ffnet
the perfect timeline,2018-06-23,T,ffnet
Puella Magi Madoka Magica The Youngest Magical Girl,2017-10-27,T,ffnet
Puella Magi Madoka Magica Love and Friendship,2017-10-27,M,ffnet
cobaltblue,2018-06-17,T,ffnet
Country of Sweets,2014-11-19,T,ffnet
Caesura,2018-06-15,K,ffnet
Shine,2018-06-14,T,ffnet
"Unstoppable Force, Immovable Object",2018-06-14,K,ffnet
I Remember You,2018-06-12,K+,ffnet
The Sane Witch,2017-10-08,T,ffnet
A Demon's Labyrinth,2018-04-03,T,ffnet
It's No Surprise To Me,2018-05-17,T,ffnet
And I'm home,2018-05-18,K+,ffnet
All You Need Is A Little Love,2018-05-18,T,ffnet
Fact is Stranger Than Fiction,2018-05-16,K+,ffnet
Winners never quit,2018-05-16,M,ffnet
Let us have a happy dream,2018-05-15,T,ffnet
Walpurgishnact,2018-05-07,K,ffnet
Freedom from Groundhog's Day,2018-05-01,T,ffnet
cautious steps,2014-04-13,T,ffnet
Rebirthing,2018-03-15,T,ffnet
"Magia, Pacem, Bellum Terrarum - Those Fallen",2013-12-28,T,ffnet
hope for Madoka and homura,2018-04-23,K,ffnet
The Short Career of Magical Girl Nagisa,2018-04-15,T,ffnet
Roommates,2018-03-15,T,ffnet
An Anticlimactic Ascension,2018-04-10,T,ffnet
Madoka's Endless Cycle,2018-04-09,T,ffnet
The Preventers,2018-03-23,T,ffnet
Target Practice,2018-04-07,T,ffnet
El experimento,2018-04-06,M,ffnet
Tráiler,2018-04-03,K+,ffnet
The end is never the end is never the end is never the end is,2018-04-02,T,ffnet
Puella Magi Marissa Mojika,2017-07-20,K+,ffnet
Homura no Nichijou: The Daily Life of Akuma Homura,2018-02-09,M,ffnet
Detalles inesperados,2018-04-01,K,ffnet
yet the Ice stayed the same,2018-03-31,T,ffnet
Protector Servorum : Puerum Magi,2013-03-18,T,ffnet
Madoka Overload (MM4-1),2018-02-09,T,ffnet
Homura: A Phoenix Reborn,2018-03-22,T,ffnet
Puella Magi Madoka Magica: Witch Tales,2018-03-22,T,ffnet
Company Girl,2018-03-13,T,ffnet
occultatum,2018-03-12,T,ffnet
Timeless wish,2017-12-01,T,ffnet
Home Like a Distant Star,2018-03-08,T,ffnet
siempre juntas ¿verdad?,2018-03-04,M,ffnet
every night the dream spiral grows deeper,2018-03-04,T,ffnet
Ode to Kyoko Sakura,2018-03-04,K,ffnet
Content With Chaos Theory,2018-02-26,K,ffnet
Madoka Magica: the Unlikely Ally (On Hiatus Until Rebooted),2017-06-26,T,ffnet
Devastation,2018-02-23,T,ffnet
Corruption of Love,2018-02-14,T,ffnet
Troublesome Weddings,2017-10-08,K+,ffnet
Suffering,2018-02-12,K,ffnet
Sonrisas que ya no hay,2018-02-10,T,ffnet
Homura Might be Going Crazy,2018-02-09,T,ffnet
Rationality is a Human Disorder,2018-01-30,K+,ffnet
Will You Marry Me? (MM2-2),2018-01-29,T,ffnet
Confrontation (MM2-1),2018-01-22,T,ffnet
When Humanity Dies,2015-03-29,M,ffnet
The Powerful Pettanko Plows Past Promiscuously Preened Akuma Homura,2018-01-11,T,ffnet
Las canciones de nuestro amor,2015-07-18,T,ffnet
Caged Bird,2017-07-14,K,ffnet
Siento los dias que paso contigo,2017-12-25,K,ffnet
Jolly Old St Nicholas,2017-12-25,K,ffnet
Present,2017-12-25,K+,ffnet
No me olvides,2017-12-25,T,ffnet
Malentendidos,2017-12-25,K+,ffnet
Estás a salvo,2017-12-25,K+,ffnet
Gods and Wreathes: Warlocks,2016-11-02,T,ffnet
"something old, something new",2017-12-23,K,ffnet
Mayn't Change the World,2014-08-15,T,ffnet
Parallel Lines,2017-05-12,K,ffnet
花 束,2017-12-11,K,ffnet
Wreck-Creation for Fun and Profit,2015-01-19,T,ffnet
The Road to Recovery,2017-09-20,K+,ffnet
Ethereal,2015-09-26,T,ffnet
Justice Doesn't Mean Happiness,2017-11-28,T,ffnet
Cooking with Kyouko,2017-11-27,T,ffnet
Lilium SoulStone,2016-12-26,T,ffnet
Kalos - English Edition,2017-11-10,T,ffnet
Kalos,2017-11-06,T,ffnet
"Magia, Pacem, Bellum Terrarum - False Synthesis",2017-08-08,T,ffnet
Aftermath,2017-01-16,T,ffnet
Cards Against Meguca,2017-10-31,M,ffnet
Miss Madoka Kaname: English Teacher (MM1-1),2017-10-30,T,ffnet
Un pequeño susto,2017-10-30,M,ffnet
A Tale from the Wild East,2017-10-28,T,ffnet
Madoka Magica Tickle-Tales,2017-08-27,T,ffnet
cat's cradle,2014-01-25,T,ffnet
A Wish Within Darkness,2015-10-10,T,ffnet
Credens Justiam Fanlyrics,2017-10-08,K+,ffnet
Les humains par le Professeur QB,2017-10-08,K,ffnet
Candy Quintet,2017-10-04,T,ffnet
Kuttsukiboshi x Madoka Magica: Prelude to Caribbean Rim,2015-10-04,T,ffnet
Mother Misplaced,2017-09-29,K+,ffnet
Madoka & Sayaka's Excellent Adventure,2016-09-13,T,ffnet
7734,2015-04-05,M,ffnet
Mami's death: other story,2017-09-27,K+,ffnet
I Forget You,2017-09-26,K,ffnet
Secretos,2017-09-25,T,ffnet
Love,2017-03-03,M,ffnet
Amor,2017-03-02,M,ffnet
JaSR (part 3) kyonagi,2017-09-14,T,ffnet
You Hate Me,2017-09-14,K,ffnet
Just A Simple Romance (Part 2) Kyonagi,2017-09-13,T,ffnet
It's just a simple romance (part 1) kyonagi,2017-09-12,T,ffnet
Polos Opuestos,2017-09-11,M,ffnet
Puella Magi Annika Magica: Awakening,2016-01-19,M,ffnet
Madoka Kaname: Test Subject Zerø,2017-09-01,T,ffnet
Ocean Story,2017-08-28,M,ffnet
Madoka Magica: Alternate Timeline,2017-07-11,T,ffnet
Contiguity Magica,2017-04-09,K+,ffnet
A Certain Chocolate Covered Stick,2017-08-27,T,ffnet
Chewing on Diamonds,2014-09-07,M,ffnet
A Heartbroken Devil,2017-08-25,T,ffnet
Redux,2016-02-26,T,ffnet
A Last Drink with Mephistopheles,2017-08-17,T,ffnet
Helping Your Senpais,2017-08-13,M,ffnet
Brevedad en el paraíso,2017-08-12,M,ffnet
peligrosa obsecion,2017-08-12,K+,ffnet
World Away,2017-08-08,T,ffnet
The Incubator Store,2017-08-02,K+,ffnet
The Inquisition,2011-12-19,M,ffnet
Faustine,2017-07-31,T,ffnet
Die Another Day,2017-07-28,T,ffnet
The Solomon Institute Case Files,2017-05-31,K+,ffnet
Puella Magi Madoka Magica: Pilgrimage,2016-11-22,T,ffnet
The Hunt for Tomoe Mami,2016-02-03,K+,ffnet
Noticing inhuman changes,2017-05-29,K+,ffnet
Puella Magi Madoka Magica : Rebirth,2015-06-29,T,ffnet
Reassurance,2017-06-04,T,ffnet
Puella Magi Madoka Magica: Rejection,2016-06-22,T,ffnet
Courtroom of Anime: Madoka on Trial,2017-06-26,M,ffnet
¡Yo me opongo!,2017-06-24,T,ffnet
Fallen Flower,2017-06-20,T,ffnet
Wo Ist Die Käse?,2017-06-17,K,ffnet
Friends for Eternity,2017-06-11,T,ffnet
daze,2017-06-15,T,ffnet
Indolence,2017-02-07,T,ffnet
I'm Still the Magicest!,2017-06-07,T,ffnet
I'm the Magicest! - 2012,2017-06-06,T,ffnet
The Four-Walled Cell,2017-06-04,T,ffnet
Descriptions,2017-06-04,T,ffnet
"Hope arises, despair follows",2017-06-02,K+,ffnet
Contracts,2017-03-05,K+,ffnet
"¡Tiembla, tierra! - versión Madoka",2017-05-31,T,ffnet
Meet The Parents,2015-08-01,T,ffnet
Mythology,2017-05-28,K,ffnet
Inevitability,2017-05-19,T,ffnet
A Passing Glance,2017-05-09,T,ffnet
And I'm Home,2017-05-07,T,ffnet
"May Day, Mayday, M'aidez",2017-05-04,K,ffnet
Treasure be mine,2017-04-27,T,ffnet
Rewriting the Universe,2017-05-01,K+,ffnet
Rekindled,2017-04-28,T,ffnet
Imposibilidad,2017-04-27,T,ffnet
How Flowers in Futility Bloom,2017-03-27,T,ffnet
Being SayaKyou is Suffering,2017-04-22,K+,ffnet
"Un ángel, un reloj, dos pasteles y dos idiotas",2017-04-18,T,ffnet
Plastic soul (gem),2017-04-14,M,ffnet
Wish Fulfillment,2017-04-20,T,ffnet
Together,2017-04-18,K+,ffnet
"Itadakimasu, Kyouko!",2017-03-26,M,ffnet
Madoka X Mami: Piece of cake,2017-04-16,K+,ffnet
Another time line (2015),2017-04-14,T,ffnet
Y nos volvimos a encontrar,2017-04-13,T,ffnet
Birdcage,2017-04-13,K,ffnet
Homura Akemi: Test Subject One,2015-07-28,T,ffnet
Memento Mori,2017-04-08,M,ffnet
Coup de coeur,2017-04-06,K+,ffnet
Unity in Magic,2014-07-12,T,ffnet
"Madoka, You're the Father",2017-04-02,M,ffnet
Waiting for Homura,2017-04-02,T,ffnet
Love Bites (And So Do I),2017-03-31,T,ffnet
La Cura de mi Corazon REMASTERED,2017-03-29,T,ffnet
This Is My Despair,2017-03-28,K,ffnet
Powerless,2017-03-11,T,ffnet
Every Day Magic,2017-03-23,K+,ffnet
The Resurrection Story,2015-02-06,T,ffnet
Somewhere In Time,2017-03-20,T,ffnet
Citizens of America,2016-09-19,M,ffnet
The Little Girl in Black,2017-03-13,K+,ffnet
Ashes of Hope: From Girls to Witches,2017-01-25,T,ffnet
Believer of Justice,2017-03-07,T,ffnet
Night Comes Down,2017-03-11,T,ffnet
Puella Magi Madoka Magica: Record,2017-02-25,T,ffnet
Falling Light,2017-03-04,K+,ffnet
Une histoire puella magi que j'écrirais quand j'aurais des idées,2017-03-08,K+,ffnet
Misadventures Of Junko & Meiko,2017-03-06,M,ffnet
Tricked,2017-03-05,T,ffnet
Tough Girl-KyouMado,2015-07-24,T,ffnet
Shepherd of the Black Sheep,2017-02-17,K+,ffnet
Warrior of Music and Sea,2017-03-02,K+,ffnet
Eternity,2017-02-19,T,ffnet
Teach Me How to Pray,2017-02-23,T,ffnet
Puella Magi Sayaka Magica,2017-02-20,T,ffnet
Hearth,2017-02-19,T,ffnet
Madoka's Pet,2016-07-15,M,ffnet
Sweet Bitterness,2017-01-07,M,ffnet
My Wonderful Family,2016-05-12,K+,ffnet
Magic of Hope,2017-02-13,T,ffnet
projectiles,2017-02-12,T,ffnet
Why Do They Hate Me?,2017-02-10,K+,ffnet
The Five Stages of Grief,2017-02-09,T,ffnet
Ribbons,2017-01-26,K+,ffnet
Mandy Magica,2016-06-11,T,ffnet
Skopeou - English Edition,2017-02-06,T,ffnet
The Adventures of Magical Girl Homura Akemi,2016-12-26,K+,ffnet
A Simple Tea Party,2017-02-02,K+,ffnet
Lost and Found,2014-05-25,M,ffnet
Skopeou,2017-02-01,T,ffnet
Heart's rhythm,2017-01-30,T,ffnet
Inferno,2017-01-21,T,ffnet
Harmonized heartbeat,2017-01-19,T,ffnet
Vorago - English Edition,2017-01-11,T,ffnet
CIM,2016-08-09,T,ffnet
Vorago,2017-01-07,T,ffnet
Madoka's Idea,2017-01-03,K,ffnet
Flash Fire,2017-01-01,T,ffnet
¿Que reflejas?,2016-12-29,T,ffnet
De promesas y silencios,2016-12-29,T,ffnet
Ethereal Days,2016-01-03,T,ffnet
The True Meaning of Christmas,2016-12-25,K+,ffnet
Madoka Meets Horror,2016-04-12,T,ffnet
The Magical Dimensions: Tasteless Revenge,2016-04-09,M,ffnet
Liberation,2016-07-15,T,ffnet
The Procession,2016-12-04,K+,ffnet
Como el Sol y la Luna,2015-10-21,T,ffnet
24 horas,2016-11-22,K+,ffnet
Born on the Eleventh Hour,2016-05-17,T,ffnet
Night at the Beach,2016-09-17,T,ffnet
Esto es a lo que llaman amor,2016-11-16,T,ffnet
Untended Embers,2016-11-11,T,ffnet
Eidos - English Edition,2016-11-11,T,ffnet
Eidos,2016-11-10,T,ffnet
Earth Stands Peaceful,2016-11-05,T,ffnet
"Hope, Or Something Like It",2016-11-03,T,ffnet
Test Subject One: Yandere Madoka,2016-10-30,T,ffnet
Clik clak la muñeca de Clara,2016-10-30,T,ffnet
Boogie Girls Madoka Magica,2016-10-28,T,ffnet
Guardian,2016-06-19,T,ffnet
Guilt Beckons the Witch,2016-05-16,M,ffnet
Homura Reacts Redux!,2015-10-28,T,ffnet
Enough,2016-10-25,M,ffnet
Aphelion,2016-02-21,T,ffnet
Guardião,2016-06-15,T,ffnet
Escapades,2016-10-04,M,ffnet
The Requiem of the gods,2016-10-15,T,ffnet
Demon's Ascension,2016-10-06,K+,ffnet
Toxic,2016-02-14,T,ffnet
If I Were Honest,2016-09-29,K,ffnet
Gossamer Petals In A Reverie,2016-10-07,T,ffnet
Who Am I?,2016-10-06,K+,ffnet
Kindred Pyre,2016-10-02,T,ffnet
Roller Sgayters,2016-10-01,K,ffnet
The White,2016-09-30,K,ffnet
Wrong Ending,2016-01-19,T,ffnet
Tormenta,2016-09-24,T,ffnet
Incomplete,2016-09-22,T,ffnet
Cuando no te veo,2016-09-17,K+,ffnet
Madoka's Sky,2016-09-12,T,ffnet
Mahou Shonen Mado Magica,2016-01-28,T,ffnet
One Girl's Wish,2016-09-07,T,ffnet
Perfecta,2016-09-07,M,ffnet
The Many Lives of Miki Sayaka,2016-08-29,K+,ffnet
IM Messages,2014-10-07,M,ffnet
Shame,2016-08-24,K+,ffnet
Carta de cumpleaños,2016-08-24,K,ffnet
Sensual Punishment,2016-08-23,M,ffnet
Bittersweet Tragedy,2016-08-22,T,ffnet
Weaponizing Weakness,2016-08-21,K,ffnet
Pit and Mortar,2016-08-18,T,ffnet
Um so this is kinda like a reply to a review,2016-08-17,T,ffnet
storm,2016-08-16,K,ffnet
Maybe This Time,2016-08-16,T,ffnet
It's Too Normal,2016-05-11,T,ffnet
One Day Until Walpurgisnacht,2016-08-14,T,ffnet
Decretum Magarum,2016-08-14,T,ffnet
Pillar of Light & Hope,2016-08-12,T,ffnet
¿Y si el amor sí es un pecado?,2016-08-10,K+,ffnet
Soulful Grief,2016-08-09,T,ffnet
Mr Clean Makes a contract,2016-08-08,M,ffnet
Mi motivo,2016-08-07,K,ffnet
120 Latidos Por Minuto,2016-08-07,T,ffnet
Dying Coals,2016-08-03,T,ffnet
Time Troubles,2016-04-16,T,ffnet
25 momentos de Madoka y Homura,2016-01-20,T,ffnet
Madoka's Short Return,2016-07-25,T,ffnet
Humo,2016-07-19,K+,ffnet
El presagio: capitulo 1 La pesadilla,2016-07-19,K+,ffnet
Las Pasiones del Espíritu,2016-07-19,K+,ffnet
Magical Warriors,2016-05-28,T,ffnet
Festival de los sueños rotos,2016-07-18,K,ffnet
A Mother's Journey,2012-06-29,T,ffnet
Dulce pesadilla,2016-07-18,K+,ffnet
Blazing Star,2016-07-17,K,ffnet
Puntos Suspensivos,2016-07-17,K+,ffnet
un amor tragico,2016-07-17,K,ffnet
Luna Gray,2016-07-16,T,ffnet
Diary of a Confused Conscience,2016-07-13,T,ffnet
The little mermaid,2016-07-13,K,ffnet
Clockwork Girl,2016-07-11,T,ffnet
Puella Magi Temporal Magica,2016-04-22,T,ffnet
ave maria,2016-07-01,T,ffnet
La lluvia puede lavar las lagrimas,2016-06-30,K,ffnet
Two in Seven Billion,2016-06-30,K+,ffnet
Taenia Memoria,2016-06-23,T,ffnet
Redemption,2016-06-28,M,ffnet
Charcoal,2016-06-20,M,ffnet
Perks and Detriments,2016-06-21,M,ffnet
Fence Magi Mikitahara Magica,2016-06-18,K,ffnet
Unraveling Thread and the Rain That Follows,2016-06-13,T,ffnet
Puella Magi Makoto Magika: Un Nuevo Inicio,2013-06-17,T,ffnet
Dying Dream,2016-06-06,T,ffnet
Tinder,2016-05-30,K+,ffnet
Forest of Shadow and Steel,2016-04-17,M,ffnet
Puella Magi Wanda Magica: El origen de Walpurgis,2015-08-31,K+,ffnet
A Curse Between Us,2015-08-10,T,ffnet
Apricots Blooming during the Winter,2016-01-20,K+,ffnet
Mint,2016-05-27,K+,ffnet
A Bit of Imperative,2014-12-07,T,ffnet
Homura Akemi Alexander Hamilton Song Parody,2016-05-20,T,ffnet
The God I Stole,2016-05-20,T,ffnet
Misfire,2016-05-17,M,ffnet
Kamijou's Masterpiece,2016-05-13,T,ffnet
Dulling the Pain,2016-05-10,T,ffnet
Sparks,2016-05-09,M,ffnet
M is for Magica,2016-05-08,K+,ffnet
A Witches' Tale,2016-03-14,T,ffnet
Guardian Creature,2016-05-04,K+,ffnet
Magical Girl,2016-05-04,T,ffnet
Fall,2016-05-03,T,ffnet
Queda,2016-05-02,T,ffnet
Akuma Homura Replies to Comments,2016-05-01,T,ffnet
Absolution,2016-05-01,T,ffnet
Renacer,2016-05-01,K+,ffnet
El Barrio Rojo,2016-01-01,M,ffnet
Abstract Catastrophe,2016-03-21,T,ffnet
De Caballeros y Princesas,2016-04-28,K,ffnet
The Mysterious Adventures of TACHIBANA TANAKA!,2015-12-24,T,ffnet
Realest,2016-04-27,T,ffnet
One Thing Left To Save: Just Outside Heaven,2016-04-25,K+,ffnet
Puella Magi Awards,2016-04-24,T,ffnet
Tomatoes,2015-10-26,T,ffnet
Homura Replies to Comments,2016-04-23,K+,ffnet
Together,2016-04-20,K+,ffnet
The Last Link,2016-04-19,T,ffnet
Bernie Magica,2015-09-30,T,ffnet
One Thing Left To Save,2016-03-14,K+,ffnet
Fargo,2015-05-05,T,ffnet
"Bésame, Oriko-sama",2016-04-16,K+,ffnet
Destinos cruzados,2015-11-11,T,ffnet
OS: I'll save you,2016-04-15,K,ffnet
Waifu Wars,2016-04-14,K,ffnet
Visionary,2015-07-04,T,ffnet
Visionária,2015-07-01,T,ffnet
Devil's Compensation,2016-04-12,M,ffnet
Story of The Dark Shounen,2016-04-12,M,ffnet
Puella Magi Kuria Magica,2016-04-11,T,ffnet
Refractions,2014-07-25,T,ffnet
Walpurgisnacht,2016-04-09,T,ffnet
Puella Magi Haruka Magica,2016-02-29,M,ffnet
Laughter,2016-04-04,K+,ffnet
Glasses,2016-04-04,K+,ffnet
Just a dream,2016-04-01,K+,ffnet
No Longer Apart,2016-04-01,T,ffnet
Espejo,2016-04-01,T,ffnet
Blue Gift,2016-03-28,T,ffnet
Hearse,2016-03-15,K+,ffnet
Once Upon A Dream,2016-03-26,T,ffnet
Desirable Things,2016-03-19,T,ffnet
A Basket full of Odd-Couple Oneshots,2015-12-14,K+,ffnet
Die With You,2016-03-18,T,ffnet
"Tu amor, mi enfermedad",2016-03-18,T,ffnet
The Pretorian Trial,2016-03-17,K+,ffnet
Snow,2016-03-14,T,ffnet
Magical girls and the apycolypse,2016-03-12,T,ffnet
Two-Sided (Sequel to Puella Magi Ace Magica),2015-07-22,K+,ffnet
Leave,2016-03-09,K+,ffnet
Homura-Chan,2016-03-03,T,ffnet
¡Reto de todas las parejas!,2015-11-01,T,ffnet
A Different Path,2015-04-07,T,ffnet
Flowers,2016-02-24,K+,ffnet
Relight the Flame,2016-02-16,T,ffnet
The Crooked Note in Sayaka's Hands,2015-12-06,M,ffnet
¡Culpemos al alcohol!,2016-02-16,M,ffnet
More Than a Wish,2013-12-20,T,ffnet
Madoka and Homura's Valentine's Day Date,2016-02-13,K+,ffnet
999 days,2016-02-12,K+,ffnet
Job search,2016-02-12,T,ffnet
BLUE,2016-02-09,K+,ffnet
Último Mundo,2016-02-08,T,ffnet
Rendezvous With The Devil,2015-11-18,T,ffnet
Hope Examination Theory,2014-09-07,T,ffnet
Deseo incomprensible capitulo 1,2016-02-06,T,ffnet
"Salvation, or Mercy?",2015-08-26,T,ffnet
Another Day,2016-02-02,T,ffnet
Neverending,2016-02-02,K,ffnet
The Gospel of Homura Akemi,2016-01-29,T,ffnet
Puella Magi Mami Magica: Another Chance at Life,2014-11-20,T,ffnet
Four times,2016-01-27,T,ffnet
Test Subject One: Ransom,2016-01-26,T,ffnet
Colorful Mind,2016-01-25,T,ffnet
Akuma Homura,2016-01-15,T,ffnet
Submerged,2016-01-24,M,ffnet
Tomoko Magica,2015-10-27,T,ffnet
Reencuentro,2016-01-20,K,ffnet
Singularity,2016-01-20,T,ffnet
For an End,2016-01-19,K,ffnet
Our Remaining Hope,2016-01-10,K+,ffnet
Dream of Red,2016-01-16,T,ffnet
The price of victory,2016-01-16,T,ffnet
Multishipping Magica,2016-01-10,K,ffnet
Mahou Shonen Kyosuke Magico,2016-01-15,K+,ffnet
Mahou Shonen,2016-01-15,K+,ffnet
The Grand Finale,2016-01-14,M,ffnet
Despair and Hope,2016-01-11,K+,ffnet
Science and Sleep,2016-01-11,K+,ffnet
Girl,2016-01-10,T,ffnet
"Because I really hate you, Kaname Madoka",2016-01-10,T,ffnet
The Price of Saving You,2016-01-10,T,ffnet
Patricia's Story,2016-01-05,T,ffnet
"Sin ti, yo no",2016-01-08,T,ffnet
The Countdown (The Clock is Ticking),2015-12-21,T,ffnet
Broken Heart,2015-11-01,T,ffnet
Обратная сторона Удачи,2016-01-04,K+,ffnet
Contemplating Witchiness,2016-01-03,T,ffnet
quintessence,2016-01-03,K+,ffnet
On the Origin of Madness,2016-01-02,T,ffnet
Balance -- Rebellion's End -- A Madoka Magica Rebellion One-Shot,2015-12-31,T,ffnet
On and Off,2015-12-31,M,ffnet
Roses Are Red,2015-12-31,K+,ffnet
Wounds of the Past,2015-11-04,M,ffnet
Mystical Mami,2015-09-28,K+,ffnet
Higher Ground,2015-12-27,T,ffnet
OS: Je te sauverai,2015-12-26,K,ffnet
Sodales,2014-05-24,T,ffnet
Teasing Kyouko is Fun!,2015-12-15,T,ffnet
"maleficis, spe aut desperatione",2015-12-22,K,ffnet
Kyouko's Despair,2015-12-21,T,ffnet
Happy Dreams,2015-12-20,T,ffnet
The Centerback and the Striker,2013-09-17,T,ffnet
"Tú, mi eternidad",2015-12-16,M,ffnet
Kyouko is an innocent maiden!,2015-12-14,T,ffnet
Math and other Life Lessons,2014-06-22,T,ffnet
Reunion,2015-12-13,T,ffnet
Yuuta Magica,2015-10-17,T,ffnet
A FateFul Encounter,2012-03-02,M,ffnet
life and death,2015-12-10,K+,ffnet
Puellus Plebius Kyosuke Iusto,2014-04-29,K+,ffnet
Madoka's Birthday Wish,2013-10-04,T,ffnet
Here With You,2015-12-09,K,ffnet
Demonic Retribution,2015-12-08,T,ffnet
The Mitakihara Muse,2015-11-29,M,ffnet
Took Long Enough,2015-12-07,K+,ffnet
Forgive Me,2015-12-06,K+,ffnet
Pink Lips and Restroom Mirrors,2015-12-06,K+,ffnet
Judgment Day,2015-12-06,T,ffnet
The Taste of Bile,2015-12-05,T,ffnet
Two Against The Universe: Magic With A Price,2015-12-02,T,ffnet
The Manatee Incident,2015-12-02,T,ffnet
"Madoka, the Homura, and Kyoko",2015-11-13,K+,ffnet
Madoka Magica AU CYOA reader insert (kind of?): Destinies of one,2015-11-28,M,ffnet
Praedari Magica: The Hunters of Magic,2014-06-22,M,ffnet
The truth behind Mami Tomoe's death,2015-11-26,K+,ffnet
Lost Fragments: A World Without Any More Witches,2015-11-26,M,ffnet
Memories,2015-08-21,T,ffnet
The strongest magical girl,2015-01-26,T,ffnet
In the Wake of Nightmares,2015-09-12,T,ffnet
black coffee,2015-11-22,K+,ffnet
Sayaka Miki's Death,2015-11-22,K+,ffnet
Un nuevo camino,2015-11-22,T,ffnet
Explosive Sounds,2015-11-21,K+,ffnet
My Big Fat Madoka Wedding,2013-10-01,T,ffnet
Madoka's Magical Feast,2015-11-20,M,ffnet
Nuevo intento,2015-10-24,T,ffnet
"Homura, the enemy of Madoka? As if!",2015-11-19,T,ffnet
Sayaka X Kyoko (Yuri),2015-11-16,M,ffnet
ensare,2015-11-15,K+,ffnet
Seans,2015-11-15,K,ffnet
Confession,2015-11-14,K+,ffnet
Home,2015-11-12,T,ffnet
Take A Bow,2015-11-11,K+,ffnet
Three of a Kind,2015-06-11,T,ffnet
Por ti,2015-11-04,K+,ffnet
The Homura Paradox,2015-02-28,T,ffnet
