,names,dates,ratings,languages
2301,Bandaid,2012-10-22,T,English
2302,"Oh No, Not Madoka!",2011-11-11,T,English
2303,Be Prepared,2012-10-17,K+,English
2304,An Enhanced Perspective,2012-10-16,T,English
2305,Haunted,2012-10-15,T,English
2306,Mami's Night Out,2012-10-15,T,English
2307,Rubble,2012-10-15,T,English
2308,Words,2012-10-09,K+,English
2309,Fate,2012-10-14,K,English
2310,Candid Cravings,2012-10-08,M,English
2311,The Mermaid's Gem,2012-10-11,T,English
2312,Secret Shame,2012-10-10,T,English
2313,steel garden,2012-10-07,M,Spanish
2314,5 Kisses,2012-10-07,T,English
2315,Homerun,2012-09-23,T,English
2316,CHEM WHERE,2012-10-06,K,English
2317,Happy Birthday,2012-10-03,K,English
2318,Confident,2012-10-03,K+,English
2319,Not all bad,2011-05-04,K,English
2320,in the valley of the shadow,2012-10-03,T,English
2321,Because you love me,2012-10-01,T,English
2322,I Believe,2012-09-30,T,Indonesian
2323,Choose Your Side,2012-09-30,T,English
2324,Incubator Recruitment Song,2012-09-28,K+,English
2325,Alternate Universe,2012-09-27,T,English
2326,Losing you was not an option,2012-09-26,T,English
2327,The sweet goodbye of Charlotte,2012-09-23,T,English
2328,The thoughts of Kriemhild Gretchen,2012-09-23,T,English
2329,Love Letter to a Friend,2012-09-21,K,English
2330,Sympathetic Intervention,2012-08-12,K+,English
2331,"Make Love, Not War",2012-09-16,T,English
2332,"I, Incubator",2012-09-19,K,English
2333,Puella Magi MADOKA Magica,2012-09-18,T,English
2334,Just a Little Girl,2012-09-18,T,English
2335,Rationing,2012-09-18,K+,English
2336,The First Wish,2012-09-18,T,English
2337,Tarnished Gold,2012-09-17,T,English
2338,Homura and the Apocalyptic Rift,2011-04-25,T,English
2339,The Girl Who Lived,2012-09-13,T,English
2340,Missing the Connection,2012-09-13,T,English
2341,8k words,2012-09-10,T,English
2342,Zombies Never Die Blues,2012-09-10,K+,English
2343,Fantasía,2012-09-09,K,Spanish
2344,"La niña, la bruja",2012-09-09,K,Spanish
2345,If Magic Exists,2012-09-09,T,English
2346,Wasted Wish,2012-09-08,K+,English
2347,Tan Cerca pero Tan Lejos,2012-06-27,T,Spanish
2348,Caught in the Act,2012-09-02,T,English
2349,Puella Magi Kyouko Magica,2012-08-15,T,English
2350,you held my heart in your hands,2012-09-01,K+,English
2351,The First Wish,2012-09-01,T,English
2352,rinse and repeat,2012-09-01,T,English
2353,One Day,2012-08-31,T,English
2354,Mahou Shoujo Omake Magica,2011-11-12,T,English
2355,Le cercle infernal,2012-08-29,T,French
2356,What If I Kissed You?,2012-08-26,K+,English
2357,I'm not afraid anymore,2012-03-01,T,English
2358,Friends,2012-08-24,T,English
2359,Tremolo,2012-08-20,T,English
2360,On A Cosmic Scale,2012-08-20,K,English
2361,The End : The Beginning,2012-08-20,T,English
2362,Desperate Times Calls For Desperate Measures,2012-08-14,T,English
2363,Ding Dong,2011-06-02,M,English
2364,Puella Magi Akiko Magica,2011-08-31,T,English
2365,"Magia, Pacem, Bellum Terrarum",2011-06-30,T,English
2366,Why?,2012-08-10,T,English
2367,Steady State,2012-08-07,M,English
2368,Madoka's Problems,2011-11-02,T,English
2369,Night Terror,2012-08-07,T,English
2370,Regrets,2012-08-07,T,English
2371,Intermezzo I: Camaraderie and Malice,2012-08-07,T,English
2372,Falling into Despair,2012-08-07,T,English
2373,Causality Crash,2012-07-28,T,English
2374,Spinning Wheels,2012-08-03,K,English
2375,"Rise Above, Golden Girl",2012-07-31,K+,English
2376,Perception,2012-07-27,M,English
2377,A song for you,2012-07-25,K+,English
2378,Problemas de elevador,2012-07-25,T,Spanish
2379,My Cursed Life in 12 Couplets,2012-07-19,K,English
2380,Puella Magi Charlotte Magica,2012-06-15,T,English
2381,One Step Higher Than Rivalry,2012-07-16,T,English
2382,Rhythm and Flow,2012-07-15,T,English
2383,Some Things Never Change,2012-07-15,T,English
2384,I'm A Damn Idiot,2012-07-07,T,English
2385,Ten ways to write a fabulous MADOHOMU story,2012-07-06,T,English
2386,Madoka's World,2012-07-03,T,English
2387,Juste des rêves,2012-06-29,K+,French
2388,The Climb of Walpurgis Night,2012-06-26,T,English
2389,Gourmandise,2012-06-27,M,French
2390,Let's Kiss Hiding in a Car,2012-06-25,T,Indonesian
2391,April Showers,2012-06-24,T,English
2392,Puella Magi Homura Magica,2011-05-25,T,English
2393,All is Not as It Seems,2011-04-30,K+,English
2394,You're Still Here,2012-06-20,K,English
2395,The Last Ring,2011-08-10,T,English
2396,The Sound of Flowers,2012-06-16,K+,English
2397,Grey,2012-06-14,T,English
2398,Rain,2012-06-14,K,English
2399,Puella Magi Madoka Mafia,2012-06-10,T,English
2400,Quarter,2012-06-09,T,English
2401,Make A Wish,2012-06-09,T,English
2402,Wieners ga Daisuki,2012-06-07,T,English
2403,andromeda,2012-06-05,K+,English
2404,A day in the life of a blonde,2012-05-30,K,English
2405,Puella Magi Magika Returns,2012-01-15,K,Spanish
2406,A Reflection,2012-05-27,K+,English
2407,"Lust, Comfort, and Love",2012-05-24,M,English
2408,Just One Taste,2012-05-22,K+,English
2409,Surprise,2012-05-20,T,English
2410,Saving Grace,2012-05-20,T,English
2411,Cornered,2012-05-20,T,English
2412,Puella Magi Miyuki Magica,2012-05-18,T,English
2413,Retrospective Days,2012-05-18,K+,English
2414,Charlotte's Torture,2012-05-17,T,English
2415,Before Infinity,2012-05-16,T,English
2416,An Unattainable Beauty,2012-05-16,M,English
2417,we're always hungry,2012-05-13,K+,English
2418,Cats and Dogs,2012-05-12,K+,English
2419,Twisted Torment,2012-05-12,T,English
2420,Wedding Day,2012-05-11,K+,English
2421,The Five Stages,2011-06-03,K+,English
2422,Skinny Love,2012-05-09,T,English
2423,A Thousand Years,2012-05-09,T,English
2424,Fragmented,2012-05-08,K+,English
2425,Stargazers,2012-05-07,T,English
2426,Idle Days,2012-05-05,K+,English
2427,Kyubey's Euthanasia,2012-05-02,T,English
2428,Hellos and Goodbyes,2012-04-27,T,English
2429,Hope,2012-04-25,T,English
2430,Drowning,2012-04-21,T,English
2431,Those Rainy Nights,2012-04-18,T,English
2432,La sirena durmiente,2012-04-16,M,Spanish
2433,Integración,2012-04-16,T,Spanish
2434,Cravings,2012-04-15,T,English
2435,Cake Party,2012-04-12,T,English
2436,Knots,2012-04-12,K+,English
2437,Futa Magi Madoka Magica,2012-04-10,M,English
2438,Madoka Magica: Pure Pink Pretty Lovers,2012-04-06,T,English
2439,Elevator problems,2012-04-08,T,English
2440,Reflections on Destiny,2012-04-07,K,English
2441,Happy Birthday,2012-04-07,T,English
2442,Nosebleed,2012-04-07,T,English
2443,Meeting Place,2011-10-10,K+,English
2444,What Remains,2012-04-06,K+,English
2445,Our Heaven,2012-03-24,K+,English
2446,Pragmatism,2012-04-04,T,English
2447,Una verdadera bruja,2012-03-28,T,Spanish
2448,Aparición,2012-03-28,T,Spanish
2449,Flowers,2012-03-27,K+,English
2450,Sea of Tears,2012-03-26,T,English
2451,No Need,2012-03-24,K,English
2452,A Witch's Voice V2,2011-10-01,K+,English
2453,Fighting Myself,2012-03-16,T,English
2454,A Request,2012-03-15,K+,English
2455,Radiant in Her Crown of Thorns,2012-03-13,T,English
2456,Sayaka's Side,2012-03-07,K,English
2457,In Memory,2012-03-07,T,English
2458,"Young, Crazy Love",2012-03-07,T,English
2459,Double Joy and Half a Sorrow,2012-03-06,K+,English
2460,All I Ever Wanted,2012-02-29,T,English
2461,Apple and Cinnamon,2012-02-29,T,English
2462,Transcendent,2012-02-29,T,English
2463,Vermillion & Cerulean,2012-02-28,T,English
2464,Lingering Shadow,2012-02-28,K+,English
2465,Resting Place,2012-01-29,K+,English
2466,The Rose that Hath no Thorns,2012-02-25,T,English
2467,Once Again,2012-02-15,K+,English
2468,Waiting,2012-02-13,T,English
2469,Strawberry Cheesecake,2012-02-13,T,English
2470,Cookies and Milk,2012-02-12,T,English
2471,All That Matters,2012-02-11,K+,English
2472,Dog Days,2012-02-09,K+,English
2473,Another Futures,2011-11-01,T,English
2474,ash like snow,2012-02-06,T,English
2475,heart won't stop rewinding,2012-02-06,M,English
2476,Magical Girl Sleepover,2011-11-20,M,English
2477,counterglow,2012-01-31,T,English
2478,Ulterior Motive,2012-01-30,K+,English
2479,Dead Walking,2012-01-03,K+,English
2480,The Easy Way Out,2012-01-29,M,English
2481,Missing,2012-01-28,T,English
2482,You Too Can Be A Magical Girl!,2012-01-27,K+,English
2483,Blessed,2012-01-23,T,English
2484,Memory,2012-01-23,T,English
2485,Strawberry Filling,2012-01-22,T,English
2486,Inevitability,2012-01-19,K,English
2487,The Unicorn With The Violin,2012-01-17,T,English
2488,Kill It,2012-01-15,T,English
2489,Hypotheticals,2012-01-12,T,English
2490,"Puella Magi Sassy, Gay Magica",2012-01-10,T,English
2491,Tomorrow,2012-01-09,K+,English
2492,One of Those Days,2012-01-09,K+,English
2493,False Accusations,2012-01-08,T,English
2494,Times Like These,2012-01-03,T,English
2495,"My Love, My Life",2011-09-01,T,English
2496,Losers and Rifles,2012-01-02,K+,English
2497,Dear Diary,2011-06-01,T,English
2498,Lives Like Dragonflies,2011-12-24,T,English
2499,What Could Have Been,2011-12-30,T,English
2500,Rain,2011-12-30,K,English
2501,Bandages,2011-12-26,K+,English
2502,Thou Shalt Not Steal,2011-12-25,K+,English
2503,The Road to Hell,2011-12-21,K+,English
2504,Sweet Revenge,2011-12-19,M,English
2505,Greed and Grief,2011-12-19,K+,English
2506,Bem diferente de Card Captor Sakura,2011-12-16,K+,Portuguese
2507,Dinner Fiasco,2011-12-16,K+,English
2508,The Gift Of The Puella Magi,2011-12-14,K+,English
2509,chocolate chip,2011-12-13,T,English
2510,Enjoy The Silence,2011-12-12,M,English
2511,Scripted,2011-12-10,K+,English
2512,Arc Light,2011-12-09,T,English
2513,Laughter,2011-12-09,K,English
2514,Leaves and the Amusement They Bring,2011-12-08,K+,English
2515,Holiday Cheer,2011-12-08,T,English
2516,If Tomorrow Is The Last Day,2011-12-06,T,English
2517,Is this really the end?,2011-12-05,K+,English
2518,Trust Me,2011-12-05,T,English
2519,kamikaze,2011-12-04,T,English
2520,The Better Half,2011-12-04,T,English
2521,oil on canvas,2011-12-03,K+,English
2522,Pest Control,2011-12-01,T,English
2523,Puella Magi Hakona Magica,2011-11-28,M,English
2524,Perpetual Probability,2011-11-14,T,English
2525,and everything went better than expected,2011-11-30,K+,English
2526,Puella Magi Destiny Magica,2011-11-30,T,English
2527,Everything,2011-11-28,K+,English
2528,A Fine Line Between,2011-11-23,K+,English
2529,"Troubled Teamwork, Confused Confessions",2011-11-23,T,English
2530,Too Late,2011-11-23,T,English
2531,Against Destiny,2011-05-29,T,English
2532,A Melody for You,2011-11-18,T,English
2533,Empty Ache,2011-11-18,T,English
2534,tears dry on their own,2011-11-18,K,English
2535,Scatterbrain,2011-11-17,T,English
2536,Phylactery,2011-11-15,K+,English
2537,Stay,2011-11-14,K,English
2538,KyoSaya Going Under,2011-11-14,K,English
2539,School De Life,2011-06-20,T,English
2540,Bolehkah?,2011-11-11,K+,Indonesian
2541,Sakura kyouko,2011-11-11,K,Spanish
2542,Repeat,2011-09-15,K+,English
2543,"Songs of Hope, Songs of Despair",2011-07-28,T,English
2544,Ribbons,2011-11-09,T,English
2545,This Isn't Love,2011-11-08,T,English
2546,MamixHomura Triple Hitter,2011-10-19,T,English
2547,Benefits,2011-11-05,T,English
2548,HomuraDawg's Rap,2011-10-30,T,English
2549,Walpurgis Night,2011-10-26,K,French
2550,"Thank You, Dearest Madoka",2011-10-25,K,English
2551,Someone like her,2011-10-23,K+,English
2552,A Cursive Memory,2011-10-22,T,English
2553,"The universe, according to Homura and Kyubey",2011-10-11,K+,English
2554,Golden Flickers,2011-10-20,K,English
2555,Small Miracles,2011-10-16,T,English
2556,Solitary Celebration,2011-10-16,K,English
2557,The Sorrows of Young Charlotte,2011-10-15,T,English
2558,Poison,2011-10-14,K,English
2559,Love Me Do,2011-10-12,T,English
2560,Culpa,2011-10-12,K+,Spanish
2561,Dynamics,2011-10-09,T,English
2562,A different universe,2011-09-25,T,English
2563,Bound to Fall,2011-10-09,T,English
2564,Verae Amicitiae Sempiternae Sunt,2011-10-06,T,English
2565,Fragments of a Goddess,2011-10-06,M,English
2566,True Magic,2011-10-05,T,English
2567,In My Dreams,2011-10-03,K,Portuguese
2568,What Would You Do?,2011-10-02,K+,English
2569,Guidance,2011-10-02,K+,English
2570,A Witch's Voice,2011-05-10,K+,English
2571,Apostle,2011-10-01,K+,English
2572,A Series of Bloomers,2011-09-29,K,English
2573,"My Best Friend, Homura",2011-09-29,T,English
2574,Unconditionally,2011-09-28,T,English
2575,The Studio,2011-09-26,T,English
2576,Again,2011-09-20,K+,English
2577,Scar,2011-09-19,T,English
2578,All I Need,2011-09-18,K+,English
2579,Captured Rapture,2011-09-18,K,English
2580,Sayaka Love Fest Short Fic Collection,2011-09-16,T,English
2581,The Smile of a Goddess,2011-09-15,T,English
2582,Witch Hunter,2011-09-09,K,English
2583,Yandere,2011-09-08,M,English
2584,Playing With Evil,2011-09-07,M,English
2585,Maiden of Hopelessness,2011-09-06,K+,English
2586,"Más que un sueño, un sentimiento",2011-09-05,K,Spanish
2587,Want To Be Close,2011-09-05,T,English
2588,for your sake,2011-09-04,T,English
2589,Last Requests,2011-03-12,T,English
2590,The archer,2011-09-03,M,English
2591,No Love Lost,2011-09-02,T,English
2592,Gelato with sprinkles,2011-09-01,T,English
2593,Nighttime Hunger,2011-08-28,M,English
2594,To Save a Life,2011-07-17,T,English
2595,The Girl Who Doesn't Exist,2011-08-26,K+,English
2596,Puella Magi Homura Magica,2011-08-21,T,Indonesian
2597,My Innocence,2011-08-22,T,English
2598,Coming Home,2011-08-18,K+,English
2599,Asymmetry,2011-08-15,T,English
2600,Magical Nightmare,2011-08-14,K+,English
2601,Stars and Fireworks in the Night Sky,2011-08-14,T,English
2602,A Quiet Toast,2011-08-12,K+,English
2603,Cassandra,2011-08-09,K+,English
2604,A Witch's Kiss,2011-08-08,K+,English
2605,Completa Idiota,2011-08-05,K,Portuguese
2606,"Por mim, você lutava",2011-08-05,K+,Portuguese
2607,Hooded,2011-08-05,K+,English
2608,Homura's Encyclopedia of Witches,2011-03-12,T,English
2609,super perfundo on the early eve of your day,2011-08-02,K+,English
2610,Puella Elysium Madoka Divinitas,2011-06-10,T,English
2611,Variations on a Wish,2011-07-29,K+,English
2612,PMMM: The Chronicles of Magic Knights,2011-04-30,T,English
2613,Confused,2011-06-27,K+,English
2614,Rolling Thunder,2011-07-27,T,English
2615,phantasmagoria,2011-07-26,T,English
2616,The Parable of the Madwoman,2011-07-26,T,English
2617,Repeat,2011-07-21,T,English
2618,Motivos,2011-07-21,K+,Portuguese
2619,Rise and Fall of Charlotte,2011-07-20,T,English
2620,Rewind,2011-07-16,M,English
2621,The Big Ball of Despair,2011-07-15,T,English
2622,The White Cat,2011-07-13,K+,English
2623,Devil's Game,2011-07-12,K,English
2624,Acceleration,2011-07-09,T,English
2625,Not Another Pyrrhic Victory,2011-03-28,T,English
2626,The Waiting Game,2011-07-07,K+,English
2627,PreSchool,2011-07-06,K+,English
2628,Childish Antics,2011-07-06,K,English
2629,Junko Kaname,2011-06-30,T,English
2630,Bullseye,2011-07-03,T,English
2631,Tales of Homura's Harem,2011-07-03,T,English
2632,Return,2011-07-01,T,English
2633,For You,2011-07-01,T,English
2634,A Hell Out of Heaven A Heaven Out of Hell,2011-02-28,T,English
2635,Target,2011-06-09,K+,English
2636,Pink Fletching,2011-04-24,T,English
2637,Room 666,2011-06-25,M,English
2638,Puella Magi,2011-06-24,M,English
2639,Unworthy,2011-06-24,M,English
2640,Absence,2011-06-21,K+,English
2641,Elegante Soledad,2011-06-23,K+,Spanish
2642,Tertinggalkan,2011-06-22,T,Indonesian
2643,A Ripple Through Time,2011-05-10,M,English
2644,You Were Never Alone,2011-06-21,M,English
2645,Una vez más,2011-06-20,K,Spanish
2646,Late to the dance,2011-06-20,T,English
2647,Skills,2011-06-10,K+,English
2648,Memories From Mitakihara,2011-06-18,K+,English
2649,The TellTale Heart of Madoka Kaname,2011-06-17,M,English
2650,Avant d'être amies,2011-06-16,K+,French
2651,Alpha and Omega,2011-06-16,T,English
2652,Kyouko Goes Dental,2011-06-15,T,English
2653,Dream,2011-06-10,T,English
2654,Final feliz,2011-06-14,K,Spanish
2655,I Promised,2011-06-13,T,English
2656,Optimal Outcome,2011-04-09,T,English
2657,Void,2011-06-12,T,English
2658,Sola,2011-06-11,K,Spanish
2659,Sins,2011-06-10,T,English
2660,Quickest Lesson,2011-06-09,K+,English
2661,You Are Not Alone,2011-05-06,T,English
2662,Project 095AX,2011-06-06,T,English
2663,Puella Magica Warlock,2011-06-06,K+,English
2664,One Day You Will Be like Me,2011-06-05,K+,English
2665,Odyssey of the Black Knight,2011-05-18,T,English
2666,Healing Hands,2011-06-05,K+,English
2667,Worth,2011-06-05,K,Spanish
2668,Kyosuke,2011-06-04,T,English
2669,Ascension,2011-06-03,T,English
2670,Childish,2011-06-03,T,English
2671,Unwitty Poems for Madoka,2011-06-03,K,English
2672,Simple magic,2011-05-28,K,English
2673,MAHOU SHOUJO,2011-06-02,T,English
2674,When Puella Magis Cry,2011-05-19,T,English
2675,Save Me The Last Waltz,2011-05-21,T,English
2676,Similar Yet Different,2011-05-21,T,English
2677,Popular,2011-05-18,K,English
2678,Puella Parody,2011-05-07,T,English
2679,Prex Infans Sancti Hanabi,2011-05-18,T,English
2680,Light My Heart,2011-05-18,T,English
2681,A World Dyed Crimson,2011-05-18,T,English
2682,Memoirs of a Mentor,2011-05-17,T,English
2683,broken moonlight,2011-05-17,K+,English
2684,One day you'll thank me,2011-05-15,K,English
2685,To Hold You,2011-05-15,T,English
2686,The Calm after the Storm,2011-05-14,T,English
2687,Puella Consulti Madoka Magica,2011-05-12,T,English
2688,Let us Dance,2011-05-10,M,English
2689,Our Fallen Comrade,2011-05-09,K+,English
2690,Project 24601,2011-03-16,T,English
2691,Noche de concierto,2011-05-08,K,Spanish
2692,La lumière au bout du tunnel,2011-05-06,K+,French
2693,the promise of a heartbeat,2011-05-06,K+,English
2694,Absolute Despair,2011-05-05,T,English
2695,Puella Sancta Marvelous Madoka,2011-05-03,T,English
2696,Embodiment of Hope and Despair,2011-05-02,T,English
2697,the road that speaks your name,2011-05-02,K,English
2698,Who knows time and who knows death,2011-05-02,T,English
2699,Recuerdos,2011-05-01,K+,Spanish
2700,Puella Magi Kazuko Magica,2011-04-30,T,English
2701,Death of a Magical Girl,2011-04-30,T,English
2702,Dry Hands,2011-04-28,K,English
2703,What to Do When You Are Dead,2011-04-07,T,English
2704,Tea and Cake,2011-04-26,K+,English
2705,painted blind,2011-04-25,K,English
2706,All That Was and All That Will Be,2011-04-24,K,English
2707,Buki's Ladder,2011-04-23,T,English
2708,I am Homura Akemi,2011-04-22,M,English
2709,Roleplay Puella Game Madoka Magica,2011-04-21,T,English
2710,The Only Path Left: A Prediction,2011-04-13,M,English
2711,From AntiSue to SuperSue,2011-04-13,T,English
2712,Puella Magi Madoka Magica in,2011-03-09,K+,English
2713,Anything Worth Doing is Worth Doing Badly,2011-03-24,T,English
2714,A Little Touch of Red and Blue,2011-03-20,T,English
2715,Paraíso,2011-04-07,T,Spanish
2716,For Now,2011-04-07,K,English
2717,Liebestraum,2011-04-06,K,English
2718,Asphodel,2011-04-06,K+,English
2719,Gretchen's Song,2011-04-04,T,English
2720,I Want The World To Stop,2011-04-03,K+,English
2721,Smile For Them,2011-04-03,T,English
2722,The Most Beautiful Thing In This World,2011-04-03,K+,English
2723,Change,2011-03-30,K,English
2724,Mami,2011-03-27,T,English
2725,End of the Line,2011-03-25,T,English
2726,Madoka,2011-03-23,T,English
2727,It Definitely Sucks to Be Alone,2011-03-23,T,English
2728,Acts of an Idiot,2011-03-22,K+,English
2729,Te protegeré,2011-03-22,K+,Spanish
2730,Intermission,2011-03-20,T,English
2731,A Battle of Wills,2011-03-18,T,English
2732,träumend,2011-03-16,T,English
2733,The Second Law of Thermodynamics,2011-03-15,T,English
2734,Postgame Commentary,2011-03-15,T,English
2735,Heaven Is a Zombie Apocalypse,2011-03-09,T,English
2736,Just Desserts,2011-03-14,T,English
2737,Junto a ti,2011-03-13,K+,Spanish
2738,Everyone Dies,2011-03-12,T,English
2739,Samsara,2011-03-09,K+,English
2740,All The Time In The World,2011-03-07,T,English
2741,Not alone,2011-03-06,K,English
2742,Human Obstacle,2011-03-06,T,English
2743,Peace in Madness,2011-03-06,T,English
2744,Rosebud,2011-03-05,K+,English
2745,Empty Stomach,2011-03-04,T,English
2746,Tenths of a Second,2011-03-03,T,English
2747,The Giant Kyubey Invasion,2011-03-02,T,English
2748,starstruck,2011-03-01,K,English
2749,The Only Constant,2011-02-28,T,English
2750,Madoka in Goethe's Faust narratives,2011-02-28,K,English
2751,Anything I want?,2011-02-28,K,English
2752,Wish,2011-02-27,T,English
2753,still alone,2011-02-26,K+,English
2754,Odds of Survival,2011-02-25,T,English
2755,off with her head,2011-02-25,T,English
2756,Puella Magi Madoka Magica: Homura's Goal,2011-02-25,T,English
2757,think about it,2011-02-22,K+,English
2758,Charlotte's Cuisine Critique,2011-02-22,T,English
